-4.326311051845550537e-01,9.177861362695693970e-02,5.934507846832275391e-01,-3.326043859124183655e-02,-1.328232139348983765e-01,-3.797905445098876953e-01,5.588792562484741211e-01,4.625083804130554199e-01,4.279485046863555908e-01,3.947373032569885254e-01
3.036336302757263184e-01,-4.530389308929443359e-01,1.031288951635360718e-01,-4.681563675403594971e-01,8.430080860853195190e-02,6.434908509254455566e-01,3.587607741355895996e-01,2.379815429449081421e-01,4.135575145483016968e-02,6.262412667274475098e-01
6.639395952224731445e-01,3.466877341270446777e-01,4.948149025440216064e-01,3.509703576564788818e-01,8.827234804630279541e-02,-6.984999030828475952e-02,8.341901898384094238e-01,-3.306739628314971924e-01,-2.147672474384307861e-01,7.445167899131774902e-01
4.254643023014068604e-01,6.590242385864257812e-01,8.718913793563842773e-01,6.626541614532470703e-01,5.411260128021240234e-01,-3.703284859657287598e-01,7.328928709030151367e-01,-4.351376593112945557e-01,-6.167659536004066467e-02,8.520306348800659180e-01
4.917938709259033203e-01,-2.097175419330596924e-01,-1.762147247791290283e-02,-1.222722604870796204e-01,-5.686520934104919434e-01,7.597113847732543945e-01,5.504752993583679199e-01,1.068369671702384949e-01,-5.346053838729858398e-01,2.485972046852111816e-01
7.169955372810363770e-01,-4.394469261169433594e-01,7.465978860855102539e-01,-3.868216574192047119e-01,3.185888752341270447e-02,6.339277625083923340e-01,3.591180145740509033e-01,-3.653847575187683105e-01,-5.141391605138778687e-02,8.146966099739074707e-01
2.512041330337524414e-01,3.953299820423126221e-01,6.471337676048278809e-01,7.035894989967346191e-01,-7.882725596427917480e-01,-9.074560552835464478e-02,9.725683927536010742e-01,1.356532722711563110e-01,-5.526112914085388184e-01,1.651693135499954224e-01
1.206391304731369019e-02,6.404896378517150879e-01,3.906056880950927734e-01,5.168009996414184570e-01,4.831450581550598145e-01,-7.700220495462417603e-02,6.461057066917419434e-02,-5.925497412681579590e-02,7.208638191223144531e-01,4.869241416454315186e-01
3.401665389537811279e-01,-7.098733447492122650e-03,-4.626600444316864014e-01,1.522484719753265381e-01,-6.240652799606323242e-01,2.215471714735031128e-01,9.119481593370437622e-02,-3.045948743820190430e-01,-9.390487670898437500e-01,-4.176081418991088867e-01
-2.445792406797409058e-01,-5.086078643798828125e-01,-5.107452720403671265e-02,-2.205956727266311646e-01,-4.729300141334533691e-01,-6.213937401771545410e-01,1.908751875162124634e-01,1.320223510265350342e-01,1.855515688657760620e-02,-4.839665293693542480e-01
4.223928749561309814e-01,8.676221370697021484e-01,5.208443999290466309e-01,8.139700293540954590e-01,1.192367374897003174e-01,-6.342270970344543457e-01,3.716730177402496338e-01,-6.003638505935668945e-01,4.982840120792388916e-01,2.298120409250259399e-01
6.718397736549377441e-01,6.107821594923734665e-03,9.264861941337585449e-01,3.345222771167755127e-01,-3.699261546134948730e-01,-6.656203866004943848e-01,9.088857769966125488e-01,-5.184789896011352539e-01,-7.653780747205018997e-03,6.526659727096557617e-01
6.332456469535827637e-01,1.458866596221923828e-01,9.130172133445739746e-01,4.679840803146362305e-01,-1.116449758410453796e-01,-5.949230194091796875e-01,8.144031167030334473e-01,-5.499836206436157227e-01,4.015933871269226074e-01,7.087963223457336426e-01
-6.254299283027648926e-01,-1.411187741905450821e-02,-1.499448567628860474e-01,3.348575234413146973e-01,-3.708219826221466064e-01,3.698347806930541992e-01,7.339797616004943848e-01,7.473753094673156738e-01,2.589639425277709961e-01,-2.234437018632888794e-01
1.711399108171463013e-01,5.202127099037170410e-01,7.339724302291870117e-01,5.650753378868103027e-01,4.731851220130920410e-01,-5.010455250740051270e-01,-4.801774621009826660e-01,-5.960615873336791992e-01,6.369671225547790527e-01,3.709594607353210449e-01
-1.093878969550132751e-01,-4.084212481975555420e-01,2.532559633255004883e-01,-2.371852993965148926e-01,1.587994992733001709e-01,3.567686975002288818e-01,-6.214575171470642090e-01,-4.529727995395660400e-02,3.875690102577209473e-01,2.377998828887939453e-01
7.290223836898803711e-01,2.678793370723724365e-01,6.012169122695922852e-01,-4.180299863219261169e-02,6.849863380193710327e-02,2.422699891030788422e-02,5.465172529220581055e-01,-4.586225748062133789e-01,2.526122331619262695e-01,8.216684460639953613e-01
-4.215636551380157471e-01,-6.650601029396057129e-01,-4.258799552917480469e-01,-4.445576667785644531e-01,-2.326536178588867188e-01,-2.730952203273773193e-01,-6.898887157440185547e-01,6.867098063230514526e-02,-3.664197623729705811e-01,-8.068944215774536133e-01
1.780378669500350952e-01,5.794053077697753906e-01,5.140358209609985352e-01,5.592559576034545898e-01,-1.661702841520309448e-01,-6.493769884109497070e-01,-5.443294048309326172e-01,-6.390559673309326172e-01,3.928464651107788086e-01,-4.173579812049865723e-01
-3.301754295825958252e-01,-9.399013221263885498e-02,-2.418168485164642334e-01,-3.855469822883605957e-01,3.372441232204437256e-01,-8.301746845245361328e-01,-7.291045784950256348e-01,-1.379102468490600586e-01,7.426649928092956543e-01,-3.809008002281188965e-01
1.956627070903778076e-01,-3.290572166442871094e-01,-2.797214686870574951e-01,-3.572743833065032959e-01,-7.534356117248535156e-01,2.722612917423248291e-01,6.603758335113525391e-01,2.252077758312225342e-01,-8.829841613769531250e-01,-2.247605025768280029e-01
-4.828222393989562988e-01,8.396275341510772705e-02,-6.520298719406127930e-01,6.252235919237136841e-02,-5.940487980842590332e-01,-8.009950518608093262e-01,-1.430839300155639648e-01,1.820965111255645752e-01,5.945610627532005310e-02,-8.985880613327026367e-01
5.407466292381286621e-01,7.544767856597900391e-01,6.811978220939636230e-01,4.933783710002899170e-01,-2.311227470636367798e-01,1.658938974142074585e-01,8.655385971069335938e-01,-1.282030642032623291e-01,-2.113531902432441711e-02,8.043203353881835938e-01
2.745104134082794189e-01,-2.090897262096405029e-01,3.091556206345558167e-02,-1.890834718942642212e-01,-4.687016606330871582e-01,4.123559594154357910e-01,7.400264143943786621e-01,1.516474932432174683e-01,-2.844208776950836182e-01,4.285212457180023193e-01
-3.485590815544128418e-01,-5.126969218254089355e-01,4.642081856727600098e-01,1.471493691205978394e-01,-7.514371871948242188e-01,3.401835858821868896e-01,8.610920310020446777e-01,5.289947986602783203e-01,-1.450216770172119141e-01,-2.275858223438262939e-01
5.060626268386840820e-01,-6.435801042243838310e-04,6.083371043205261230e-01,1.607312262058258057e-01,-8.436639308929443359e-01,6.673199534416198730e-01,8.626381754875183105e-01,1.034594103693962097e-01,-5.949195623397827148e-01,1.918825805187225342e-01
1.717286258935928345e-01,-3.778656423091888428e-01,8.196715712547302246e-01,2.972023189067840576e-02,-1.924114525318145752e-01,1.645372807979583740e-01,3.001039922237396240e-01,-1.671374142169952393e-01,5.367176532745361328e-01,4.668754339218139648e-01
-4.986176788806915283e-01,6.765207052230834961e-01,-5.386884808540344238e-01,4.672340452671051025e-01,-1.444900035858154297e-01,-5.526437759399414062e-01,-4.255898892879486084e-01,1.590717881917953491e-01,3.025870323181152344e-01,-6.459788680076599121e-01
-5.373625457286834717e-02,6.516056060791015625e-01,5.240369439125061035e-01,5.925712585449218750e-01,-1.203557923436164856e-01,-3.604297637939453125e-01,2.738649770617485046e-02,-2.210433632135391235e-01,2.102598845958709717e-01,2.765001952648162842e-01
-1.228935644030570984e-02,2.721270620822906494e-01,-6.353139877319335938e-01,-3.091548979282379150e-01,4.242180883884429932e-01,3.539337813854217529e-01,-9.197182655334472656e-01,-2.003481984138488770e-01,1.018848195672035217e-01,-2.722437977790832520e-01
5.006660819053649902e-01,1.660844683647155762e-01,3.099299594759941101e-02,-4.913839399814605713e-01,-1.693083494901657104e-01,-5.206496715545654297e-01,-7.130079865455627441e-01,-5.708113312721252441e-01,1.470882147550582886e-01,-2.755211889743804932e-01
5.384443402290344238e-01,5.866746306419372559e-01,5.550013184547424316e-01,1.722682863473892212e-01,2.394147813320159912e-01,2.815617024898529053e-01,3.135513747110962868e-03,-3.643734753131866455e-01,5.851454734802246094e-01,7.312015891075134277e-01
3.919759988784790039e-01,-2.846587598323822021e-01,-1.442258358001708984e-01,-4.606968760490417480e-01,5.620149374008178711e-01,2.712755277752876282e-02,-8.390514850616455078e-01,-5.319379568099975586e-01,1.542341858148574829e-01,3.444165363907814026e-02
-7.154780626296997070e-02,6.826923042535781860e-02,9.828457236289978027e-02,4.014472067356109619e-01,1.892629861831665039e-01,-4.029887020587921143e-01,-7.806055545806884766e-01,-5.774856805801391602e-01,-5.160030722618103027e-01,-6.346545219421386719e-01
-3.870057165622711182e-01,2.694136798381805420e-01,-9.106034636497497559e-01,7.302370388060808182e-03,2.093410789966583252e-01,6.766299009323120117e-01,-9.156496524810791016e-01,1.204333826899528503e-01,-3.943474590778350830e-01,-6.779273152351379395e-01
-3.123109340667724609e-01,4.770767986774444580e-01,-4.295671284198760986e-01,5.753568410873413086e-01,-1.957811117172241211e-01,-4.185261726379394531e-01,-1.714372485876083374e-01,-5.203194171190261841e-02,-2.124799787998199463e-01,-7.251187562942504883e-01
-3.899208009243011475e-01,2.119112163782119751e-01,-7.047805786132812500e-01,2.381298989057540894e-01,3.506446182727813721e-01,4.151647388935089111e-01,-9.097023606300354004e-01,-1.366973668336868286e-01,-2.685306668281555176e-01,-6.095930933952331543e-01
6.117364168167114258e-01,-7.943138480186462402e-01,6.895979642868041992e-01,-4.889039397239685059e-01,1.511261910200119019e-01,5.963949561119079590e-01,5.342335700988769531e-01,-2.830608189105987549e-01,-5.825801491737365723e-01,7.329799532890319824e-01
-3.086421489715576172e-01,-8.815689086914062500e-01,-1.658720076084136963e-01,-7.916299104690551758e-01,8.542720228433609009e-02,-3.360159099102020264e-01,-9.078771471977233887e-01,-7.038141787052154541e-02,5.080947875976562500e-01,-6.108987927436828613e-01
